Read new prefs: /home/juan/.config/blender/2.76/config/userpref.blend
read blend: /home/juan/Documents/William/William.blend
Dependency cycle detected:
  Plane.001 depends on Cube.001 through Cloth Collision.
  Cube.001 depends on Plane.001 through Field Collision.

Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:0 Mem:103.91M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:0 Mem:111.42M (0.00M, Peak 371.19M) | Time:00:00.29 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:0 Mem:113.71M (0.00M, Peak 371.19M) | Time:00:00.30 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.01 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.30 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.32 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.35 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Objects Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Camera Volume
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Film
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Integrator
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Baking
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:57.02 | Remaining:00:20.48 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 20/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:58.04 | Remaining:00:12.77 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 82/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:58.33 | Remaining:00:10.67 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 100/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:58.33 | Remaining:00:10.67 | Mem:55.84M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 0/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:59.05 | Remaining:00:04.81 | Mem:55.84M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 53/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:59.71 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 100/100
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:59.71 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Finished
Fra:6 Mem:173.18M (0.00M, Peak 371.19M) | Time:01:59.73 | Sce: Scene Ve:0 Fa:0 La:0
Saved: /home/juan/Documents/William/0006.png
 Time: 01:59.89 (Saving: 00:00.15)

Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.45 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:7 Mem:197.91M (0.00M, Peak 371.19M) | Time:00:00.46 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.82 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.82 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.82 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.83 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.83 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.83 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.92 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.92 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.92 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.92 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.92 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.93 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.93 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.94 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.94 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.95 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.95 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.97 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:00.97 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.24 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH 56%, duplicates 0%
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.33 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.35 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.40 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.40 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Objects Flags
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.40 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.40 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Camera Volume
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair Systems
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Lookup Tables
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Film
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Integrator
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Lookup Tables
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Baking
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.42 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Path Tracing Tile 0/12, Sample 0/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:01.43 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 0/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:02.47 | Remaining:04:39.89 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 7/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:03.55 | Remaining:03:50.21 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 14/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:04.66 | Remaining:03:24.92 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 22/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:05.67 | Remaining:03:15.44 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 29/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:06.69 | Remaining:03:09.32 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 36/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:07.82 | Remaining:03:03.66 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 44/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:08.97 | Remaining:02:59.73 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 52/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:09.98 | Remaining:02:56.87 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 59/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:11.12 | Remaining:02:54.02 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 67/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:12.13 | Remaining:02:51.86 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 74/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:13.25 | Remaining:02:49.27 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 82/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:14.25 | Remaining:02:47.52 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 89/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:15.29 | Remaining:02:46.21 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 96/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:15.84 | Remaining:02:45.07 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 1/12, Sample 100/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:15.84 | Remaining:02:45.10 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 0/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:16.29 | Remaining:02:44.67 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 3/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:17.36 | Remaining:02:43.79 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 10/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:18.42 | Remaining:02:42.82 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 17/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:19.56 | Remaining:02:41.08 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 25/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:20.60 | Remaining:02:39.93 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 32/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:21.61 | Remaining:02:38.61 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 39/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:22.62 | Remaining:02:37.26 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 46/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:23.64 | Remaining:02:36.07 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 53/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:24.67 | Remaining:02:34.94 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 60/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:25.71 | Remaining:02:33.87 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 67/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:26.75 | Remaining:02:32.83 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 74/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:27.79 | Remaining:02:31.79 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 81/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:28.84 | Remaining:02:30.76 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 88/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:29.90 | Remaining:02:29.81 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 95/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:30.65 | Remaining:02:29.08 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 2/12, Sample 100/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:30.66 | Remaining:02:29.11 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 0/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:30.95 | Remaining:02:28.81 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 2/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:32.04 | Remaining:02:27.95 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 9/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:33.12 | Remaining:02:27.10 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 16/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:34.13 | Remaining:02:25.88 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 23/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:35.17 | Remaining:02:24.80 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 30/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:36.20 | Remaining:02:23.69 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 37/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:37.20 | Remaining:02:22.49 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 44/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:38.23 | Remaining:02:21.39 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 51/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:39.30 | Remaining:02:20.46 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 58/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:40.38 | Remaining:02:19.55 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 65/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:41.44 | Remaining:02:18.55 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 72/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:42.55 | Remaining:02:17.71 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 79/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:43.61 | Remaining:02:16.70 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 86/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:44.71 | Remaining:02:15.83 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 93/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:45.80 | Remaining:02:14.90 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 100/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:45.81 | Remaining:02:14.92 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 0/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:46.82 | Remaining:02:12.61 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 9/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:47.85 | Remaining:02:10.41 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 18/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:48.91 | Remaining:02:07.80 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 28/100
Fra:7 Mem:173.18M (0.00M, Peak 371.19M) | Time:00:49.99 | Remaining:02:05.35 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 38/100
